# id:13-26--13-1 
0.36,0.56,-1
-0.99,-0.14,1
0.39,-0.67,1
0.55,-0.49,1
-0.82,-0.13,1
-0.77,-0.2,1
-0.62,-0.11,1
0.56,-0.82,1
-0.37,0.25,1
-0.66,-0.16,1
-0.43,-0.1,1
-0.6,-0.58,1
-0.35,0.47,-1
0.3,0.27,1
0.11,0.77,-1
0.44,-0.15,1
-0.61,0.76,-1
0.23,-0.65,1
0,-0.07,1
-0.38,0.63,-1
0.17,0.5,-1
0.7,0.07,1
-0.13,0.85,-1
0.2,0.31,-1
-0.17,-0.21,1
0.57,0.78,-1
0.34,0.65,-1
0.63,0.01,1
0.7,0.81,1
-0.35,-0.23,1
-0.79,-0.26,1
-0.52,0.78,-1
0.46,0.42,1
0.46,-0.94,1
0.1,-0.24,1
-0.48,0.5,-1
-0.91,0.98,1
0.11,0.68,-1
-0.42,-0.92,1
-0.23,0.79,-1
-0.94,0.24,1
0.97,-0.67,1
-0.15,0.22,-1
0.56,-0.62,1
-0.01,-0.15,1
0.59,-0.4,1
0.79,-0.23,1
0.83,-0.39,1
0.49,-0.56,1
-0.17,0.69,-1
-0.42,-0.48,1
1,-0.99,1
-0.34,0.53,-1
-0.94,-0.11,1
-0.56,-0.53,1
0.71,0.24,1
-0.11,-0.9,1
-0.21,-0.75,1
-0.83,-0.57,1
0.59,-0.16,1
0.49,-0.23,1
0.56,0.54,-1
0.2,-0.65,1
0.06,0.97,-1
-0.18,0.57,-1
-0.24,-0.49,1
0.92,-0.81,1
0.04,-0.27,1
0.03,0.06,-1
0.02,-0.14,1
-0.7,0.08,1
-0.45,-0.09,1
0.04,0.66,-1
0.12,-0.94,1
-0.62,-0.94,1
0.09,-0.79,1
-0.68,-0.22,1
0.29,-0.15,1
0.02,-0.78,1
-0.45,-0.59,1
-0.86,0.35,1
-0.35,-0.28,1
-0.13,0,-1
-0.9,-0.95,1
-0.19,-0.68,1
0.07,0.53,-1
0.58,0.74,-1
-0.79,0.79,1
-0.68,-0.12,1
0.12,-0.15,1
-0.74,-0.25,1
0.03,-0.52,1
0.12,-0.29,1
-0.32,0.65,-1
0.51,-0.6,1
-0.28,0.75,-1
-0.73,0.8,1
0.98,0.4,1
0.54,-0.58,1
-0.95,0.43,1
0.38,-0.94,1
-0.91,0.42,1
-0.28,0,1
0.49,0.76,-1
-0.68,0.44,1
-0.32,0.83,-1
-0.58,-0.66,1
0.32,0.46,-1
-0.36,0.01,1
-0.12,-0.55,1
-0.28,-0.3,1
-0.28,0.3,-1
0.03,0.73,-1
0.28,-0.6,1
0.14,-0.62,1
-0.13,-0.21,1
-1,-0.15,1
-0.24,0.17,-1
0.18,-0.4,1
0.39,0.06,1
0.77,-0.17,1
0.5,0.28,1
-0.72,-0.94,1
-0.45,-0.25,1
-0.72,0.65,1
0.21,0.34,-1
0.81,-0.24,1
0.78,-0.4,1
-0.66,0.41,1
0.11,-0.72,1
0.83,0.9,1
0.53,-0.82,1
-0.98,-0.08,1
0.89,0.64,1
-0.59,0.13,1
-0.14,-0.23,1
-0.82,0.49,1
-0.45,-0.99,1
-0.68,0.17,1
0.5,0.46,1
-0.35,0.3,-1
-0.52,-0.42,1
-0.31,-0.44,1
-0.37,0.83,-1
0.78,-0.87,1
-0.8,0.89,1
0.97,0.36,1
0.5,-0.29,1
0.99,-0.25,1
0.37,0.84,-1
0.61,-0.5,1
0.36,-0.48,1
0.77,-0.18,1
0.59,-0.7,1
-0.66,-0.81,1
-0.74,0.76,1
0.33,0.8,-1
0.81,-0.2,1
0.18,0.69,-1
0.2,-0.18,1
-0.92,-0.7,1
0.25,-0.84,1
0.28,0.97,-1
0.44,-0.51,1
0.13,-0.31,1
-0.12,-0.66,1
0.74,1,-1
-0.21,0.43,-1
0.41,-0.92,1
-0.48,0.31,1
0.77,0.79,1
0.58,0.45,1
-0.08,0.48,-1
0.46,-0.89,1
-0.76,-0.49,1
-0.86,0.75,1
0.79,0.67,1
-0.4,-0.8,1
-0.5,0.28,1
-0.16,-0.69,1
0.11,0.03,-1
-0.15,0.41,-1
0.45,0.25,1
-0.78,0.97,1
0.41,-0.14,1
0.54,-0.33,1
0.53,-0.2,1
0.67,0.75,1
-0.2,0.57,-1
-0.46,-0.19,1
0.32,0.24,-1
-0.81,-0.47,1
0.23,0.04,-1
0.67,0.84,1
0.33,-0.42,1
-0.69,0.99,1
0.74,0.09,1
-0.46,-0.1,1
-0.14,0.52,-1
-0.28,-0.73,1
0.23,0.24,-1
0.17,-0.68,1
0.25,-0.06,1
0.89,0.69,1
0.3,-0.15,1
0.27,-0.36,1
0.66,0.33,1
-0.07,-0.55,1
0.94,0.19,1
0.3,-0.02,1
0.46,-0.94,1
0.59,-0.58,1
-0.94,0.33,1
-0.22,-0.22,1
-0.27,-0.97,1
-0.07,-0.78,1
-0.18,-0.49,1
-0.55,0.26,1
-0.4,-0.94,1
0.26,-0.85,1
-0.71,0.54,1
-0.56,0.86,-1
-0.27,-0.21,1
0.25,-0.37,1
-0.72,0.26,1
0.72,0.55,1
-0.6,0.27,1
-0.09,-0.48,1
-0.66,0.24,1
0.4,0.14,1
-0.11,-0.53,1
-0.24,0.99,-1
-0.54,-0.15,1
0.31,-0.8,1
-0.79,-0.89,1
-0.57,-0.65,1
0.85,0,1
0.98,0.86,1
0.09,-0.05,-1
-0.94,0.23,1
-0.04,-0.56,1
0.55,0.53,-1
0.28,0.45,-1
-0.51,-0.65,1
0.41,-0.7,1
0.05,0.07,1
0.75,0.5,1
0.98,-0.91,1
0.28,0.95,-1
-0.79,0.26,1
0.59,0.29,1
0.04,-0.26,1
-0.54,-0.68,1
-0.94,0.46,1
0.59,-0.09,1
-0.77,-0.36,1
-0.25,-0.18,1
0.65,0.4,1
0.35,0.66,-1
-0.81,-0.84,1
-0.49,0.57,1
-0.72,-0.14,1
0.34,-0.68,1
-0.29,0.62,-1
0.79,0.23,1
-0.66,-0.54,1
0.73,-0.82,1
0.64,0.99,-1
-0.29,0.45,-1
-0.62,-0.52,1
0.14,0.14,-1
-0.99,-0.08,1
0.19,0.22,-1
0.25,1,-1
-0.88,-0.6,1
0.66,0.93,1
0.19,-0.63,1
-0.34,0.52,-1
0.63,0.72,1
-0.83,-0.02,1
-0.43,0.35,1
0.15,0.93,-1
0.27,0.19,1
-0.23,-0.42,1
-0.23,0.1,1
-0.93,-0.86,1
0.33,-0.86,1
-0.75,0.15,1
-0.24,0.9,-1
0.07,0.18,-1
-0.76,-0.95,1
-0.38,0.13,1
0.73,0.87,1
0.08,-0.59,1
0.31,-0.15,1
0.87,0.13,1
-0.78,0.9,1
0.73,-0.71,1
0.57,-0.82,1
0.89,0.35,1
0.21,-0.44,1
0.39,0.76,-1
0.06,-0.44,1
0.76,-0.42,1
0.8,0.84,1
0.33,0.09,1
0.94,-0.53,1
-0.97,-0.82,1
0.97,0.22,1
-0.08,-0.66,1
0.92,0.69,1
0.77,-0.43,1
0.49,0.61,-1
-0.74,-0.18,1
0.43,-0.29,1
0.99,0.13,1
-0.69,-0.56,1
0.16,0.24,-1
-0.79,0.14,1
0.11,-0.87,1
-0.87,0.96,1
0.39,-0.13,1
-0.22,0.14,-1
0.16,0.69,-1
-0.48,0.18,1
-0.99,-0.68,1
0.62,-0.24,1
0.82,-0.3,1
-0.61,-0.67,1
-0.03,-0.76,1
-0.31,-0.19,1
0.21,-0.25,1
-0.36,0.49,-1
0,0.22,-1
-0.23,0.7,-1
-0.44,-0.65,1
-0.81,-0.22,1
-0.21,-0.84,1
0.15,-0.42,1
-0.55,-0.98,1
0.1,-0.9,1
-0.45,-0.61,1
-0.67,-0.7,1
0.19,-0.44,1
-0.34,0.26,-1
0.18,-0.31,1
-0.52,0.23,1
0.81,-0.87,1
0.87,-0.49,1
-0.23,0.63,-1
-0.34,-0.46,1
-0.6,0.76,-1
0.5,-0.15,1
-0.63,0.74,1
-0.09,0.48,-1
-0.83,-0.11,1
0.15,-0.46,1
0.76,-0.72,1
0.55,0.01,1
-0.3,0.25,-1
0.82,-0.43,1
0.57,0.39,1
0.71,-0.94,1
-0.1,0.74,-1
-0.88,0.07,1
0.35,0.75,-1
0.59,-0.47,1
0.35,0.73,-1
0.53,-0.42,1
-0.92,-0.06,1
0.93,0.42,1
-0.38,-0.22,1
-0.85,-0.75,1
-0.72,0.6,1
0.48,0.35,1
-0.4,-0.68,1
0.76,0.57,1
0.82,0.31,1
0.36,-0.76,1
-0.83,-0.84,1
-0.81,0.92,1
-0.51,0.98,-1
0.43,0.78,-1
0.08,-0.27,1
-0.08,-0.52,1
-0.69,-0.04,1
0.36,0.73,-1
-0.52,0.56,-1
0.7,-0.66,1
-0.6,-0.38,1
0.49,0.44,1
0.71,1,-1
0.98,0.95,1
0.57,0.56,1
0.75,-0.87,1
0.47,0.72,-1
-0.2,-0.38,1
0.4,0.22,1
-0.55,-0.5,1
-0.48,0.6,-1
-0.29,0.33,-1
0.52,0.56,-1
-0.44,-0.84,1
0.95,-0.99,1
-0.64,0.76,-1
-0.53,-0.14,1
-0.61,0.18,1
-0.35,-0.97,1
-0.98,0.39,1
0.01,-0.14,1
0.14,0.65,-1
-0.66,0.47,1
-0.37,-0.06,1
0.22,0.22,-1
-0.68,-0.82,1
-0.88,0.82,1
-0.83,0.19,1
0.66,-0.88,1
-0.6,0.17,1
0.1,-0.57,1
0.21,0.79,-1
-0.83,0.19,1
-0.1,0.41,-1
0.45,-0.06,1
0.5,0.71,-1
-0.38,0.08,1
-0.16,0.02,1
0.44,0.67,-1
-0.99,0.88,1
0.41,-0.88,1
0.93,-0.6,1
-0.81,0.38,1
0.23,0,1
-0.85,-0.14,1
-0.62,0.2,1
-0.96,-0.52,1
0.09,0.13,-1
0.36,0.89,-1
0.38,0.51,-1
-0.32,-0.54,1
0.47,0.24,1
0.7,-0.91,1
-0.79,0.37,1
0.52,0.83,-1
0.66,-0.85,1
-0.75,-0.58,1
-0.26,-0.16,1
-0.7,-0.46,1
-0.89,-0.96,1
0.03,0.94,-1
-0.15,-0.65,1
-0.03,-0.52,1
-0.38,0.41,-1
-0.42,0.63,-1
0.56,0.69,1
-0.14,0.48,-1
0.54,-0.89,1
-0.41,0.55,-1
0.27,0.41,-1
-0.58,-0.14,1
0.65,-0.33,1
-0.91,0.23,1
0.89,0.44,1
0.8,0.31,1
0.69,-0.67,1
0.35,0.36,-1
-0.39,-0.35,1
0.07,-0.9,1
-0.03,-0.44,1
0.33,0.62,-1
0.44,-0.62,1
-0.82,-0.36,1
0.84,0.53,1
-0.99,0.12,1
0.83,0.83,1
-0.45,-0.75,1
0.75,-0.04,1
-0.08,0.77,-1
-0.68,-0.09,1
0.53,0.63,-1
0.06,0.34,-1
-0.93,0.79,1
0.83,-0.67,1
0.45,-0.77,1
-0.59,0.77,-1
-0.03,0.79,-1
0.17,0.46,-1
-0.3,0.37,-1
-0.94,-0.1,1
0.26,0.28,-1
0.73,-0.49,1
0.27,-0.66,1
0.88,-0.69,1
0.68,-0.13,1
0.24,0.68,-1
0.28,-0.68,1
-0.25,-0.64,1
0.32,-0.32,1
-0.86,-0.48,1
0.56,-0.56,1
0.68,-0.15,1
0.19,0.23,-1
-0.64,0.97,-1
-0.59,-0.88,1
-0.23,-0.65,1
-0.43,0.17,1
-0.41,-0.31,1
0.26,-0.16,1
-0.77,0.89,1
-0.33,0.53,-1
0.87,-0.36,1
0.54,0.74,-1
0.99,-0.44,1
-0.83,0.43,1
-0.27,-0.2,1
-0.85,-0.96,1
-0.62,-0.65,1
-0.96,-0.65,1
0.2,0.61,-1
-0.97,-0.91,1
0.17,0.64,-1
0.38,0.91,-1
-0.42,0.86,-1
0.98,0.23,1
0.09,-0.07,1
0.39,-0.03,1
-0.94,-0.11,1
-0.11,0.57,-1
0.03,-0.59,1
0.96,0.09,1
0.31,-0.89,1
0.5,-0.66,1
-0.27,-0.79,1
0.54,-0.62,1
0.17,-0.89,1
0.03,-0.6,1
0.25,-0.69,1
0.78,-0.19,1
0.99,0.36,1
0.81,0.84,1
0.41,0.57,-1
0.54,-0.18,1
-0.96,-0.65,1
0.17,-0.91,1
0.53,-0.84,1
0.62,0.92,-1
0.9,0.93,1
-0.57,-0.97,1
-0.05,-0.73,1
0.28,0.97,-1
0.94,-0.33,1
-0.49,-0.88,1
0.92,-0.37,1
0.95,0.29,1
-0.76,0.13,1
-0.87,-0.16,1
-0.08,0.77,-1
-0.11,-0.76,1
-0.5,0.59,1
-0.95,0.18,1
0.56,0.42,1
-0.7,-0.99,1
-0.49,-0.84,1
0.15,0.23,-1
-0.79,0.02,1
-0.65,-0.98,1
-0.84,0.73,1
-0.75,0.42,1
-0.26,0.25,-1
-0.3,-0.98,1
-0.75,-0.6,1
-0.14,0.94,-1
-0.28,-0.33,1
0.54,-0.34,1
0.23,-0.62,1
-0.32,0.21,-1
-0.57,0.16,1
-0.62,0.2,1
-0.82,0.25,1
0.35,0.03,1
0.58,-0.26,1
-0.82,0.55,1
-0.66,0.78,1
-0.15,0.52,-1
0.96,-0.06,1
0.45,0.42,-1
-0.69,0.45,1
0.06,-0.69,1
-0.47,0.07,1
-0.76,-0.75,1
0.66,-0.55,1
-0.86,0.09,1
-0.76,0.94,1
-0.76,0.22,1
0.67,0.9,-1
-0.44,0.55,-1
-0.25,-0.28,1
0.15,0.33,-1
-0.99,-0.06,1
-0.68,0.09,1
-0.66,0.43,1
-0.6,-0.82,1
0.48,-0.41,1
-0.08,-0.77,1
-0.94,0.71,1
-0.43,-0.93,1
-0.95,-0.71,1
-0.14,0.03,1
-0.69,-0.81,1
-0.51,0.52,1
0.99,0.44,1
-0.24,-0.87,1
-0.72,0.86,1
0.55,-0.07,1
0.42,0,1
0.27,0.19,-1
-0.7,-0.92,1
0.97,0.26,1
0.99,-0.08,1
-0.65,-0.68,1
0.27,-0.51,1
-0.43,0.98,-1
0.86,0.44,1
-0.91,0.03,1
0.95,0.58,1
0.19,0.92,-1
-0.49,0.37,1
0.88,-0.6,1
-0.11,0.21,-1
0.94,0.9,1
-0.82,0.65,1
0.13,0.3,-1
0.28,-0.89,1
0.49,0.35,1
-0.34,0.85,-1
0.69,0.56,1
-0.65,-0.16,1
0.1,0.38,-1
0.95,0.28,1
-0.75,0.67,1
-0.87,-0.69,1
0.22,0.3,-1
-0.76,-0.16,1
0.62,-0.69,1
0.93,-0.26,1
0.49,0.8,-1
-0.7,0.33,1
0.31,0.38,-1
0.02,-0.12,1
-0.91,0.18,1
-0.04,-0.62,1
-0.91,0.83,1
-0.02,0.25,-1
0.62,-0.77,1
0.95,-0.88,1
0.48,-0.66,1
-0.12,-0.01,1
0.77,-0.25,1
-0.54,-0.52,1
0.96,0.02,1
0.2,0.9,-1
-0.74,-0.19,1
0.45,0.38,1
0.37,0.69,-1
-0.04,-0.12,1
-0.38,-0.04,1
0.25,-0.41,1
0.45,-0.79,1
0.7,-0.58,1
0.33,-0.26,1
-0.42,-0.19,1
0.59,-0.63,1
-0.55,0.58,-1
0.95,-0.02,1
0.14,-0.87,1
-0.31,0.58,-1
-0.37,0.82,-1
-0.16,-0.51,1
-0.91,0.16,1
0.79,-0.59,1
-0.45,0.25,1
-0.78,0.19,1
-0.03,0.77,-1
-0.64,-0.13,1
0.09,-0.74,1
0.88,-0.3,1
-0.56,0.59,-1
-0.95,0.41,1
-0.03,-0.07,-1
-0.15,-0.66,1
-0.35,-0.05,1
0.15,0.78,-1
-0.82,0.66,1
0.55,0.57,1
-0.25,-0.1,1
0.58,0.81,-1
-0.09,-1,1
0.3,-0.03,1
0.14,-0.41,1
0.52,0.28,1
0.55,-0.59,1
-0.74,0.28,1
-0.94,-0.85,1
-1,-0.74,1
-0.52,0.25,1
-0.84,0.68,1
0.15,-0.39,1
0.21,-0.25,1
0.15,0.94,-1
0.93,-0.62,1
-0.5,0.1,1
-0.14,0.36,-1
0.58,0.65,-1
0.13,0.26,-1
-0.92,0.73,1
-0.94,0.28,1
0.5,-0.13,1
0.29,0.54,-1
0.38,0.82,-1
0.79,0.31,1
0.38,0.47,-1
0.88,-0.12,1
-0.17,0,-1
0.86,-0.49,1
-0.21,0.2,-1
0.53,-0.17,1
-0.41,-0.77,1
0.08,0.63,-1
-0.91,0.18,1
0.64,-0.34,1
-0.62,-0.48,1
0.84,0.22,1
-0.75,0.96,1
0.54,-0.23,1
-0.88,0.36,1
0.23,-0.85,1
-0.59,0.46,1
-0.76,0.77,1
0.51,-0.67,1
0.38,-0.45,1
-0.1,0.82,-1
-0.39,0.58,-1
0.67,-0.27,1
0.43,-0.35,1
-0.13,-0.61,1
0.49,-0.15,1
-0.81,0.08,1
0.48,-0.52,1
-0.39,-0.7,1
0.58,-0.12,1
0.42,0.84,-1
0.09,-0.13,1
0.24,-0.99,1
-0.46,0.62,-1
-0.52,-0.63,1
-0.62,-0.74,1
-0.59,0.75,-1
0.72,-0.12,1
-0.43,-0.61,1
-0.6,0.87,-1
-0.71,0.04,1
-0.79,0.34,1
0.52,0.03,1
-0.8,0.08,1
-0.07,0.65,-1
0.49,-0.55,1
-0.87,-0.53,1
0.33,0.62,-1
0.91,-0.77,1
-0.05,-0.36,1
-0.64,0.74,1
0.77,0.09,1
-0.89,-0.94,1
0.98,0.46,1
-0.55,-0.5,1
-0.26,-0.31,1
-0.65,-0.88,1
-0.7,-0.96,1
-0.35,0.44,-1
0.42,0.02,1
-0.55,0.76,-1
-0.53,0.46,1
0.57,0.45,1
-0.64,-0.25,1
0.32,-0.59,1
0.44,-0.13,1
-0.42,-0.59,1
0.65,-0.81,1
-0.67,-0.23,1
0.53,-0.05,1
0.97,0.52,1
0.69,0.73,1
0.64,0.13,1
-0.61,-0.5,1
0.41,0.81,-1
-0.65,0.34,1
-0.09,-0.37,1
-0.97,0.66,1
-0.82,0.87,1
-0.19,0.67,-1
-0.02,0.88,-1
-0.25,-0.49,1
0.29,-0.86,1
0.74,-0.4,1
0.31,-0.58,1
0.29,-0.11,1
0.69,-0.61,1
-0.59,-0.18,1
-0.98,-0.2,1
-0.77,-0.43,1
0.95,0.32,1
-0.36,-0.29,1
-0.67,0.29,1
0.35,-0.05,1
0.29,-0.98,1
-0.62,-0.48,1
-0.77,-0.22,1
0.05,0.06,-1
-0.14,0.02,1
0.92,0.32,1
-0.36,-0.56,1
-0.7,-0.72,1
0.97,0.52,1
-0.43,0.57,-1
0.34,-0.27,1
0.08,-0.39,1
-0.69,0.6,1
0.89,-0.78,1
0.23,-0.64,1
-0.75,0.37,1
-0.12,-0.83,1
-0.8,0.34,1
0.99,0.24,1
-0.83,0.89,1
-0.08,0.96,-1
-0.58,-0.16,1
-0.62,0.52,1
0.26,-0.69,1
-0.81,-0.67,1
-0.95,0.68,1
0.99,0.3,1
-0.72,0.06,1
-0.16,-0.06,1
0.41,0.51,-1
-0.54,-0.09,1
0.56,0.44,1
-0.21,0.34,-1
-0.92,0.5,1
0.55,-0.18,1
-0.77,-0.55,1
-0.24,0.7,-1
-0.51,-0.24,1
0.93,0.79,1
0.49,0.98,-1
0.73,-0.48,1
-0.37,-0.43,1
-0.86,0.82,1
0.02,-0.34,1
0.71,-0.93,1
-0.33,-0.13,1
-0.22,0.6,-1
-0.07,-0.09,-1
-0.31,-0.25,1
0.61,-0.21,1
-0.26,-0.31,1
-0.14,0.31,-1
-0.81,0.88,1
0.55,-0.4,1
-0.79,0.23,1
-0.66,-0.13,1
0.85,-0.68,1
-0.62,0.27,1
-0.22,0.87,-1
-0.87,0,1
0.19,-0.63,1
-0.2,0.69,-1
0.37,-0.18,1
-0.77,-0.24,1
-0.89,0.63,1
0.78,-0.63,1
0.47,0.34,1
-0.24,-0.82,1
0.4,0.98,-1
-0.27,0.58,-1
0.75,0.91,1
-0.87,-0.97,1
-0.39,0.43,-1
0.8,0.41,1
0.85,0.38,1
-0.1,0.28,-1
-0.05,-0.45,1
0.09,-0.88,1
-0.03,0.47,-1
0.01,-0.65,1
-0.91,0.18,1
-0.05,0.65,-1
0.74,-0.71,1
0.65,-0.75,1
0.6,-0.1,1
0.62,0.76,1
-0.88,-0.58,1
0.84,0.64,1
0.69,-0.29,1
0.28,-0.11,1
-0.87,-0.31,1
-0.93,-0.17,1
0.16,-0.66,1
0.57,-0.07,1
-0.92,0.18,1
-0.48,0.49,-1
-0.88,-0.51,1
-0.06,0.24,-1
0.21,-0.83,1
-0.03,0.42,-1
-0.68,0.15,1
0.82,-0.75,1
-0.21,0.09,-1
0.96,-0.77,1
0.34,-0.29,1
0.09,-0.06,1
0.2,-0.94,1
-0.15,-0.69,1
-0.5,-0.01,1
-0.94,-0.48,1
0,-0.98,1
0.52,0.4,1
0,-0.99,1
0.26,0.25,-1
-0.79,0.6,1
0.83,0.22,1
0.99,0.8,1
-0.42,0.18,1
-0.25,0.47,-1
-0.85,-0.46,1
0.09,0.81,-1
-0.04,-0.31,1
0.29,-0.27,1
-0.28,-0.72,1
0.09,0.13,-1
0.91,-0.22,1
-0.43,-0.59,1
-0.18,-0.52,1
-0.63,-0.74,1
-0.65,-0.53,1
0.3,-0.7,1
-0.16,-0.25,1
-0.18,-0.64,1
0.22,-1,1
0.07,-0.51,1
0.65,-0.88,1
0.22,-0.5,1
0.99,-0.06,1
0.13,0.06,-1
0.17,0.68,-1
-0.07,-0.27,1
0.3,-0.62,1
0.58,0.61,1
-0.21,0.36,-1
0.57,-0.07,1
0.21,0.93,-1
-0.96,-0.68,1
0.82,-0.32,1
0.52,-0.12,1
-0.76,-0.66,1
-0.31,0.25,1
-0.69,-0.46,1
0.13,-0.33,1
0.53,0.95,-1
1,-0.58,1
0.74,0.1,1
0.43,0.68,-1
0.81,-0.61,1
0.32,0.83,-1
0.19,-0.51,1
-0.57,0.55,-1
0.04,-0.97,1
-0.59,0.71,-1
-0.46,-0.3,1
0.8,0.46,1
0.17,0.44,-1
0.99,-0.71,1
-0.85,-0.5,1
0.59,0.21,1
0.26,-0.99,1
0.89,0.53,1
0.05,0.13,-1
-0.11,0.63,-1
-0.74,0.56,1
-0.24,-0.41,1
-0.65,-0.9,1
-0.06,-0.11,1
-0.36,-0.82,1
0.85,-0.87,1
0.24,0.82,-1
0.48,0.08,1
-0.17,0.49,-1
0.99,0.09,1
-0.96,-0.74,1
0.64,-0.15,1
0.85,-0.43,1
-0.76,-0.05,1
0.2,0.67,-1
-0.87,-0.31,1
-0.05,-0.65,1
0.12,0.65,-1
0.97,-0.2,1
0.74,-0.7,1
-0.77,-0.9,1
-0.1,-0.67,1
-0.55,-0.26,1
-0.71,-0.72,1
-0.77,-0.71,1
-0.94,0.03,1
-0.12,0.84,-1
0.51,0.95,-1
0.38,0.67,-1
0.79,-0.54,1
0.65,0.59,1
0.39,-0.39,1
-0.44,-0.63,1
-0.5,-0.74,1
0.6,-0.11,1
0.37,-0.17,1
0.86,0.61,1
-0.63,0.39,1
0.81,-0.42,1
0.21,-0.58,1
0.91,-0.72,1
0.91,0.56,1
-0.5,-0.82,1
-0.41,0.19,1
-0.58,0.95,-1
-0.45,-0.44,1
-0.81,-0.98,1
0.76,0.01,1
-0.99,-0.16,1
0.89,-0.02,1
0.82,0.7,1
0.33,0.47,-1
-0.38,-0.85,1
-0.86,-0.07,1
-0.3,0.41,-1
-0.11,0.19,-1
0.67,-0.28,1
-0.23,0.12,-1
0.78,-0.1,1
-0.72,-0.47,1
-0.81,0.97,1
0.62,0.77,1
-0.66,-0.45,1
0.08,0.92,-1
0.83,0.15,1
-0.44,-0.98,1
-0.58,-0.72,1
-0.22,0.63,-1
0.3,-0.43,1
-0.21,0.33,-1
0.71,0.43,1
0.38,-0.15,1
-0.79,0.27,1
0.66,0.31,1
-0.69,0.05,1
-0.11,-0.17,1
0.42,-0.89,1
0.29,-0.98,1
0.48,0.43,1
0.7,0.11,1
-0.7,-0.18,1
0.74,-0.87,1
0.14,-0.94,1
0.86,0.13,1
-0.71,-0.27,1
-0.11,0.88,-1
-0.82,0.45,1
0.45,-0.52,1
-0.93,0.58,1
-0.43,0.43,-1
0.02,-0.1,1
0.15,-0.82,1
0.65,0.13,1
-0.38,-0.05,1
0.22,-0.44,1
-0.81,-0.37,1
0.31,-0.56,1
0.37,0.48,-1
0.74,-0.17,1
-0.91,0.68,1
0.98,0.5,1
0.36,0.84,-1
0.29,0.35,-1
0.46,-0.07,1
-0.35,0.43,-1
0.8,-0.3,1
0.66,-0.84,1
-0.49,-0.5,1
-0.1,-0.88,1
0.42,0.65,-1
-0.46,-0.23,1
-0.88,-0.92,1
0.35,0.29,-1
-0.73,0.73,1
-0.51,0.3,1
0.76,0.04,1
0.97,0.93,1
-0.94,-0.8,1
0.78,-0.58,1
-0.26,1,-1
-0.83,-0.09,1
0.94,0.58,1
0.29,0.57,-1
0.06,0.73,-1
